01141,1999,1999,DECE9908,25
01142,2013,2013,NAIS1319,406
01142,2008,2008,NAIS0813,297
01142,2008,2008,DECE0813,76
01142,1999,1999,DECE9908,149
01143,2013,2013,NAIS1319,513
01143,2008,2008,NAIS0813,346
01143,2008,2008,DECE0813,201
01143,1999,1999,DECE9908,421
01145,2013,2013,NAIS1319,68
01145,2008,2008,NAIS0813,59
01145,2008,2008,DECE0813,28
01145,1999,1999,DECE9908,66
01146,2013,2013,NAIS1319,21
01146,2008,2008,NAIS0813,32
01146,2008,2008,DECE0813,7
01146,1999,1999,DECE9908,22
01147,2013,2013,NAIS1319,32
01147,2008,2008,NAIS0813,15
01147,2008,2008,DECE0813,23
01147,1999,1999,DECE9908,37
01148,2013,2013,NAIS1319,111
01148,2008,2008,NAIS0813,85
01148,2008,2008,DECE0813,68
01148,1999,1999,DECE9908,126
01149,2013,2013,NAIS1319,60
01149,2008,2008,NAIS0813,45
01149,2008,2008,DECE0813,27
01149,1999,1999,DECE9908,26
01150,2013,2013,NAIS1319,16
01150,2008,2008,NAIS0813,14
01150,2008,2008,DECE0813,4
01150,1999,1999,DECE9908,13
01151,2013,2013,NAIS1319,65
01151,2008,2008,NAIS0813,62
01151,2008,2008,DECE0813,45
01151,1999,1999,DECE9908,65
01152,2013,2013,NAIS1319,44
01152,2008,2008,NAIS0813,35
01152,2008,2008,DECE0813,16
01152,1999,1999,DECE9908,41
01153,2013,2013,NAIS1319,95
01153,2008,2008,NAIS0813,55
01153,2008,2008,DECE0813,25
01153,1999,1999,DECE9908,28
01155,2013,2013,NAIS1319,9
01155,2008,2008,NAIS0813,10
01155,2008,2008,DECE0813,4
01155,1999,1999,DECE9908,10
01156,2013,2013,NAIS1319,49
01156,2008,2008,NAIS0813,49
01156,2008,2008,DECE0813,19
01156,1999,1999,DECE9908,42
01157,2013,2013,NAIS1319,119
01157,2008,2008,NAIS0813,111
01157,2008,2008,DECE0813,58
01157,1999,1999,DECE9908,93
01158,2013,2013,NAIS1319,49
01158,2008,2008,NAIS0813,31
01158,2008,2008,DECE0813,11
01158,1999,1999,DECE9908,34
01159,2013,2013,NAIS1319,241
01159,2008,2008,NAIS0813,167
01159,2008,2008,DECE0813,119
01159,1999,1999,DECE9908,232
01160,2013,2013,NAIS1319,574
01160,2008,2008,NAIS0813,448
01160,2008,2008,DECE0813,135
01160,1999,1999,DECE9908,242
01162,2013,2013,NAIS1319,4
01162,2008,2008,NAIS0813,1
01162,2008,2008,DECE0813,4
01162,1999,1999,DECE9908,9
01163,2013,2013,NAIS1319,118
01163,2008,2008,NAIS0813,97
01163,2008,2008,DECE0813,97
01163,1999,1999,DECE9908,156
01165,2013,2013,NAIS1319,99
01165,2008,2008,NAIS0813,86
01165,2008,2008,DECE0813,32
01165,1999,1999,DECE9908,40
01166,2013,2013,NAIS1319,157
01166,2008,2008,NAIS0813,101
01166,2008,2008,DECE0813,40
01166,1999,1999,DECE9908,56
01167,2013,2013,NAIS1319,36
01167,2008,2008,NAIS0813,29
01167,2008,2008,DECE0813,22
01167,1999,1999,DECE9908,43
01169,2013,2013,NAIS1319,37
01169,2008,2008,NAIS0813,27
01169,2008,2008,DECE0813,5
01169,1999,1999,DECE9908,25
01170,2013,2013,NAIS1319,68
01170,2008,2008,NAIS0813,53
01170,2008,2008,DECE0813,17
01170,1999,1999,DECE9908,23
01171,2013,2013,NAIS1319,43
01171,2008,2008,NAIS0813,40
01171,2008,2008,DECE0813,21
01171,1999,1999,DECE9908,39
01173,2013,2013,NAIS1319,1103
01173,2008,2008,NAIS0813,715
01173,2008,2008,DECE0813,287
01173,1999,1999,DECE9908,417
01174,2013,2013,NAIS1319,9
01174,2008,2008,NAIS0813,10
01174,2008,2008,DECE0813,4
01174,1999,1999,DECE9908,10
